video_code,points
C002295,"[221.77250451423834, 422.52823114096196, 589.2625574024082, 326.40403560708387, 657.0879027341175, 344.8894578251373, 281.58212721583646, 454.5696296522546]"
C002298,"[218.46524819935652, 424.556063616144, 304.1497058328319, 401.4391596890005, 438.67430431738825, 370.616621119476, 513.2197824585119, 355.2053518347138, 612.6137533133434, 332.9446295345016, 670.8791845041065, 357.7738967155075, 567.2009907676014, 383.45934552344454, 380.40887312662505, 426.26842687000646, 277.58752396645457, 454.52242055873734]"
C002304,"[218.46524819935652, 424.556063616144, 304.1497058328319, 401.4391596890005, 438.67430431738825, 370.616621119476, 513.2197824585119, 355.2053518347138, 612.6137533133434, 332.9446295345016, 670.8791845041065, 357.7738967155075, 567.2009907676014, 383.45934552344454, 380.40887312662505, 426.26842687000646, 277.58752396645457, 454.52242055873734]"
C002308,"[218.46524819935652, 424.556063616144, 304.1497058328319, 401.4391596890005, 438.67430431738825, 370.616621119476, 513.2197824585119, 355.2053518347138, 612.6137533133434, 332.9446295345016, 670.8791845041065, 357.7738967155075, 567.2009907676014, 383.45934552344454, 380.40887312662505, 426.26842687000646, 277.58752396645457, 454.52242055873734]"
C002311,"[218.7840983122892, 424.5743324085864, 246.6799773887876, 437.4357692423469, 279.94044859538184, 455.65613809017424, 328.75823697925415, 442.258808055007, 404.39898601360557, 420.82307999873956, 458.0449073145641, 405.2821771579457, 522.4200128757143, 388.13359471293165, 580.3576078807495, 377.4157306847979, 630.2483146906409, 367.7696530594775, 677.3908881367868, 358.46579028821327, 576.0659341766728, 314.18033291880874, 484.3314087520337, 331.86480856522945, 399.5708530965193, 350.6210706144635, 297.10714341168864, 374.73626467776444, 225.22160886840422, 391.3489539213718, 191.42467844880034, 403.13860435231885, 176.40382048453196, 406.88985676216566]"
C002314,"[218.7840983122892, 424.5743324085864, 246.6799773887876, 437.4357692423469, 279.94044859538184, 455.65613809017424, 328.75823697925415, 442.258808055007, 404.39898601360557, 420.82307999873956, 458.0449073145641, 405.2821771579457, 522.4200128757143, 388.13359471293165, 580.3576078807495, 377.4157306847979, 630.2483146906409, 367.7696530594775, 677.3908881367868, 358.46579028821327, 576.0659341766728, 314.18033291880874, 484.3314087520337, 331.86480856522945, 399.5708530965193, 350.6210706144635, 297.10714341168864, 374.73626467776444, 225.22160886840422, 391.3489539213718, 191.42467844880034, 403.13860435231885, 176.40382048453196, 406.88985676216566]"
C002316,"[218.46524819935652, 424.556063616144, 304.1497058328319, 401.4391596890005, 438.67430431738825, 370.616621119476, 513.2197824585119, 355.2053518347138, 612.6137533133434, 332.9446295345016, 670.8791845041065, 357.7738967155075, 567.2009907676014, 383.45934552344454, 380.40887312662505, 426.26842687000646, 277.58752396645457, 454.52242055873734]"
C002318,"[214.39119290920112, 423.25787691870545, 279.1335679985599, 455.9154561705999, 422.18338724361934, 417.0960695126876, 569.5493648279694, 383.20612877958945, 674.9869471163537, 360.40744137732355, 613.9441363178153, 333.2954887908451, 510.97293022331144, 353.0132724901022, 384.5711502869442, 380.74140581718245]"
C002321,"[214.39119290920112, 423.25787691870545, 279.1335679985599, 455.9154561705999, 422.18338724361934, 417.0960695126876, 569.5493648279694, 383.20612877958945, 674.9869471163537, 360.40744137732355, 613.9441363178153, 333.2954887908451, 510.97293022331144, 353.0132724901022, 384.5711502869442, 380.74140581718245]"
C002340,"[1398.5728260197127, 381.5766333998999, 1412.9870338459045, 364.29783391529173, 1448.7342692548611, 345.2911544822228, 1366.2850004890422, 334.3479148086376, 1264.232409079602, 323.9806351178727, 1170.8283423658768, 317.6450753068497, 1130.4685604525391, 315.9171953583889, 1084.3430954087241, 343.56327453376196, 1125.8560139481574, 347.0190344306836, 1189.2785283834028, 350.4747943276052, 1260.1964308882682, 359.6901540527295, 1319.5829671321796, 367.75359381221335, 1356.4833391672316, 375.24107358887693]"
C002349,"[1398.5728260197127, 381.5766333998999, 1412.9870338459045, 364.29783391529173, 1448.7342692548611, 345.2911544822228, 1366.2850004890422, 334.3479148086376, 1264.232409079602, 323.9806351178727, 1170.8283423658768, 317.6450753068497, 1130.4685604525391, 315.9171953583889, 1084.3430954087241, 343.56327453376196, 1125.8560139481574, 347.0190344306836, 1189.2785283834028, 350.4747943276052, 1260.1964308882682, 359.6901540527295, 1319.5829671321796, 367.75359381221335, 1356.4833391672316, 375.24107358887693]"
C002356,"[1395.1471059550313, 373.9492136415271, 1273.81791394603, 358.02423538060606, 1182.3069131934783, 348.77747380974876, 1081.0278842707105, 341.58554814352635, 1135.523199325601, 311.79042752631926, 1253.253644113996, 320.00977114485914, 1370.4699821565903, 330.283950668034, 1441.416713077108, 333.3662045249865, 1418.2819095160696, 341.0718391673676, 1407.4856678542517, 352.88714561901867, 1401.8304936504423, 363.1613251421935]"
C002391,"[1266.8476885361872, 304.56003730831935, 1417.995071801638, 320.99409548479105, 1573.7694157792962, 345.131618431484, 1566.0578145922832, 380.05399205648644, 1405.1424031566164, 350.26726161163134, 1238.5718175171403, 326.64330298295323]"
C002413,"[219.81066882676598, 424.32850053874444, 351.83328114842493, 391.65660965504844, 512.8515139332519, 354.669563371619, 606.0076562723663, 336.79249100129476, 675.1036029080009, 363.29987417108595, 519.6377229778232, 395.35531428339135, 373.4257644720607, 433.5752621096018, 275.33419737325806, 458.23329296522144]"
C002439,"[1495.4542922477638, 507.43304582732156, 1510.8691434595157, 450.9498112721581, 1242.0861241067555, 417.81427636380073, 1162.6996403662322, 411.6524689577829, 1082.5961666179367, 406.13942498492077, 998.5852275138875, 450.81252867855, 1216.6516196073644, 471.7300911664567]"
C002441,"[1476.5588573987377, 505.9349856457226, 1494.2620114280537, 447.5226266923936, 1441.152549340105, 440.0201218727, 1324.7409001170251, 426.0868986361261, 1215.8396798760793, 416.4408210108058, 1103.1832451440664, 405.1870637812653, 1079.042580558635, 405.1870637812653, 996.9643209681687, 451.27387910224036, 1073.6779884285393, 458.7763839219341, 1194.9177705687055, 468.9583547486611, 1289.3345920583924, 479.6762187767949, 1393.407679382252, 493.6094420133688]"
C002444,"[997.8263546277446, 455.24451060424394, 1083.1680744306861, 407.98328479763967, 1302.1775481418492, 424.4219720347194, 1492.3970440881646, 449.080002890339, 1476.9738417141389, 502.5057364108482, 1255.9079410197726, 474.7654516982762, 1104.7605577543218, 461.40901831814887]"
C002453,"[1492.7257384041443, 452.5090732218171, 1471.9044151992098, 447.8869943596844, 1288.3683069483056, 427.0876394800873, 1152.6441260568806, 411.6807099396451, 1083.2397153737654, 407.0586310775124, 1003.0390630288324, 449.4276873137286, 1178.863570092724, 468.68634923928147, 1312.2742706280453, 481.0118928716353, 1405.5846449909, 495.6484759350555, 1477.3025360301187, 506.43332661336507]"
C002456,"[1496.5512850024945, 451.91283061696413, 1485.7570925425211, 509.66893815019955, 1339.2644805857378, 482.71608796802303, 1360.081851758544, 440.36160911031703]"
C002545,"[247.8797806550421, 479.15550870775456, 335.79203418698785, 499.18451711032947, 468.43157460360777, 534.6204550533467, 662.76392451633, 588.5447084448947, 760.0193159239909, 615.1283131732785, 1161.7080533097235, 703.4613758718141, 1259.6418563911197, 576.2191648125408, 1105.6828584766515, 540.7681581904997, 770.726341134509, 454.50442144304697, 664.3062447537325, 431.3940271323835, 581.0209519339944, 411.3650187298086, 473.05853531581545, 389.7953173731894, 358.9268377480262, 439.09749190260465]"
C002545,"[1267.9373083677112, 703.4921205533528, 1391.3229273599156, 775.9317190943796, 1510.3792263874818, 847.2901295974807, 1644.5881452912831, 933.7851726315425, 1736.5861945398567, 869.9950783939219, 1824.2549238237916, 792.1495396632663, 1760.39745434537, 735.9277616911261, 1621.8592154769296, 639.7020263157322, 1595.883295689097, 619.1594535951425, 1530.9434962195157, 629.9713339744002, 1388.0759373864366, 669.9752913776539]"
C002549,"[1162.5957670197606, 705.4330163812125, 979.0290822079664, 665.3779698594329, 335.87220919659586, 445.1444620730704, 470.00935556984695, 395.57801654444694, 550.4916433937976, 409.6441700052725, 719.504447824094, 450.50299672481356, 852.9709084654788, 479.97493730940056, 1034.5618608064924, 523.6447283208281, 1261.3207067504734, 579.1055619663691]"
C002558,"[247.8797806550421, 479.15550870775456, 335.79203418698785, 499.18451711032947, 468.43157460360777, 534.6204550533467, 662.76392451633, 588.5447084448947, 760.0193159239909, 615.1283131732785, 1161.7080533097235, 703.4613758718141, 1259.6418563911197, 576.2191648125408, 1105.6828584766515, 540.7681581904997, 770.726341134509, 454.50442144304697, 664.3062447537325, 431.3940271323835, 581.0209519339944, 411.3650187298086, 473.05853531581545, 389.7953173731894, 358.9268377480262, 439.09749190260465]"
C002558,"[1267.9373083677112, 703.4921205533528, 1391.3229273599156, 775.9317190943796, 1510.3792263874818, 847.2901295974807, 1644.5881452912831, 933.7851726315425, 1736.5861945398567, 869.9950783939219, 1824.2549238237916, 792.1495396632663, 1760.39745434537, 735.9277616911261, 1621.8592154769296, 639.7020263157322, 1595.883295689097, 619.1594535951425, 1530.9434962195157, 629.9713339744002, 1388.0759373864366, 669.9752913776539]"
C002631,"[989.8815416774505, 481.5693698555978, 1197.2039151119475, 541.343823895792, 1036.1588571762222, 640.5570929728153, 810.5801358114762, 777.8052258131446, 603.8747932502962, 914.4032049771622, 447.56030534333433, 742.8854416659522, 627.5276433941127, 653.5318763481362, 821.6862095121429, 557.5374599931032]"
C002633,"[454.55069246698486, 741.073310895273, 554.801507898151, 693.3118293199021, 668.9332054659403, 633.2248041121773, 772.2686613719115, 580.8412436746736, 891.0273196519084, 531.5390691452583, 977.3972529464518, 486.85897347797567, 1196.4067266576149, 543.864612777612, 1130.0869564493048, 577.759857766585, 977.3972529464518, 674.8235138713713, 881.7733982274931, 736.4512320331404, 772.2686613719115, 801.160336102998, 651.9676828545122, 882.8170626673419, 596.4441543080201, 907.4681499320495, 511.61654125087944, 805.7824149651306]"
C002705,"[1428.1963331040042, 352.30548632517997, 1192.040812539962, 330.73916040411757, 1116.8163386266117, 325.19353373870155, 1089.686200493928, 339.36569077254256, 1313.5098400885686, 362.1643781748085, 1422.0303926193033, 376.9527159492513]"
C002706,"[1393.5031938440063, 379.01057450354637, 1437.7163739828793, 343.05094617243446, 1142.1049951473894, 312.2284076029099, 1089.6661070757025, 339.968692315482, 1205.854231626695, 349.7291628624981, 1254.6943724777761, 353.83883467176804]"
C002707,"[1428.1963331040042, 352.30548632517997, 1192.040812539962, 330.73916040411757, 1116.8163386266117, 325.19353373870155, 1089.686200493928, 339.36569077254256, 1313.5098400885686, 362.1643781748085, 1422.0303926193033, 376.9527159492513]"
C002717,"[1084.8615972760506, 337.38167736146534, 1171.2315305705938, 343.5415559804534, 1339.3444364474724, 368.1810704564054, 1390.241004281757, 375.8809187301405, 1425.7143697420156, 349.70143459944137, 1438.052931641236, 338.9216470162124, 1124.961923448517, 312.74216288551327, 1094.1155187004658, 337.38167736146534]"
C002718,"[1138.0056536763632, 313.0949444257923, 1225.4183607295984, 320.09757493659293, 1330.1266301409605, 328.9675735836071, 1430.1604232393154, 341.10546646899485, 1445.1187474409387, 342.0391505371016, 1414.7346514063913, 360.2459898651832, 1395.569298523062, 378.4528291932648, 1261.4118283397543, 357.44493766086293, 1144.0824728832724, 347.1744129116887, 1087.0538618645842, 341.10546646899485]"
C002761,"[1562.8119268509647, 374.3458204040275, 1572.0658482753802, 345.99707004961374, 1514.691535444005, 335.520357962113, 1432.6400988141888, 323.19481432975914, 1370.3303612231255, 313.9506566054938, 1320.3591855312827, 306.5553304260815, 1281.4927155487383, 302.85766733637536, 1243.860101756116, 326.89247741946537]"
C002762,"[1564.3719303414275, 377.233542368336, 1572.4894052751251, 344.3924557163406, 1459.6565036967277, 326.1474075763432, 1385.3816080533938, 314.79493317812256, 1313.9478286368544, 305.8751318652349, 1269.3017165015171, 301.4152312087911, 1235.208321779987, 321.6875069198993, 1287.971908849022, 330.20186271856477, 1419.8808765216088, 348.85235637278436]"
C002763,"[1243.2889461373777, 326.3953364450536, 1278.4596132332865, 303.932897115063, 1329.1976247814828, 309.11653696044544, 1372.440248260059, 312.572296857367, 1412.2234618603493, 318.9078566683901, 1494.0961623131207, 332.7308962560767, 1539.6450590438876, 339.6424160499199, 1572.5094528876057, 344.8260558953023, 1564.4374965049383, 375.3519349847767, 1517.158894835028, 366.71253524247265, 1444.5112873910198, 352.8894956547861, 1375.3230898252973, 343.6741359296618, 1303.2520506943367, 333.8828162217172]"
C002835,"[247.8797806550421, 479.15550870775456, 335.79203418698785, 499.18451711032947, 468.43157460360777, 534.6204550533467, 662.76392451633, 588.5447084448947, 760.0193159239909, 615.1283131732785, 1161.7080533097235, 703.4613758718141, 1259.6418563911197, 576.2191648125408, 1105.6828584766515, 540.7681581904997, 770.726341134509, 454.50442144304697, 664.3062447537325, 431.3940271323835, 581.0209519339944, 411.3650187298086, 473.05853531581545, 389.7953173731894, 358.9268377480262, 439.09749190260465]"
C002835,"[1267.9373083677112, 703.4921205533528, 1391.3229273599156, 775.9317190943796, 1510.3792263874818, 847.2901295974807, 1644.5881452912831, 933.7851726315425, 1736.5861945398567, 869.9950783939219, 1824.2549238237916, 792.1495396632663, 1760.39745434537, 735.9277616911261, 1621.8592154769296, 639.7020263157322, 1595.883295689097, 619.1594535951425, 1530.9434962195157, 629.9713339744002, 1388.0759373864366, 669.9752913776539]"
C002873,"[1255.0789626922488, 579.1711187174999, 1163.7434880309347, 703.5688887890839, 659.6191149003038, 583.9100813868936, 245.90890539195783, 477.9903937600917, 467.5305313143375, 396.3259440386799]"
C002906,"[818.8891156357487, 507.5824645358345, 843.7900291316558, 586.9749830364489, 1038.254305956836, 570.3855015587086, 1283.7061675593502, 553.7960200809682, 1504.0603724016437, 539.0508445800608, 1690.0427861850517, 531.6703249260403, 1607.0397411986942, 486.6417323436024, 1435.1048622983824, 486.6417323436024, 1181.3526961972327, 490.1966212316895, 816.1392982572602, 504.4161767840384]"
C002906,"[281.92411881740884, 587.9908165622517, 143.96120047222763, 667.3240869147312, 265.73852504506914, 760.5214239307509, 351.2909492702933, 718.9292239401304, 462.27787799490835, 658.0813758057045]"
C002907,"[1694.7718549580366, 537.3414178078207, 1349.7163393718934, 553.9308992855609, 887.2708030193306, 584.7399363156501, 842.2120071695938, 587.1098622410416, 824.4256403868028, 506.53238077773153, 1280.9423878117686, 488.7579363372955, 1608.211536615121, 482.8331215238168]"
C002908,"[820.0805887313908, 505.34728892650645, 843.2153922924293, 580.8412436746736, 1133.17159692411, 563.8936211801871, 1492.5322122389057, 543.864612777612, 1693.0338431012383, 533.0797620993025, 1605.1215895692922, 485.31828052393143, 1386.1121158581293, 486.85897347797567, 1153.2217600103431, 494.5624382481968]"
C002908,"[136.8327235620581, 668.6607420551945, 272.55690445348307, 767.2650911140249, 462.26229365399763, 656.3351984228407, 278.7261854030933, 591.6260943529832]"
C002909,"[818.8891156357487, 507.5824645358345, 843.7900291316558, 586.9749830364489, 1038.254305956836, 570.3855015587086, 1283.7061675593502, 553.7960200809682, 1504.0603724016437, 539.0508445800608, 1690.0427861850517, 531.6703249260403, 1607.0397411986942, 486.6417323436024, 1435.1048622983824, 486.6417323436024, 1181.3526961972327, 490.1966212316895, 816.1392982572602, 504.4161767840384]"
C002909,"[281.92411881740884, 587.9908165622517, 143.96120047222763, 667.3240869147312, 265.73852504506914, 760.5214239307509, 351.2909492702933, 718.9292239401304, 462.27787799490835, 658.0813758057045]"
C002910,"[820.0805887313908, 505.34728892650645, 843.2153922924293, 580.8412436746736, 1133.17159692411, 563.8936211801871, 1492.5322122389057, 543.864612777612, 1693.0338431012383, 533.0797620993025, 1605.1215895692922, 485.31828052393143, 1386.1121158581293, 486.85897347797567, 1153.2217600103431, 494.5624382481968]"
C002910,"[136.8327235620581, 668.6607420551945, 272.55690445348307, 767.2650911140249, 462.26229365399763, 656.3351984228407, 278.7261854030933, 591.6260943529832]"
C002911,"[1690.685221957973, 533.4799165930668, 1607.399929138235, 484.94808854067367, 1253.437434654348, 488.79982092578416, 820.0454479442293, 505.74744342027077, 840.8667711491638, 578.9303587373715, 1315.9014042691515, 552.7385785186195]"
C002912,"[818.8891156357487, 507.5824645358345, 843.7900291316558, 586.9749830364489, 1038.254305956836, 570.3855015587086, 1283.7061675593502, 553.7960200809682, 1504.0603724016437, 539.0508445800608, 1690.0427861850517, 531.6703249260403, 1607.0397411986942, 486.6417323436024, 1435.1048622983824, 486.6417323436024, 1181.3526961972327, 490.1966212316895, 816.1392982572602, 504.4161767840384]"
C002912,"[281.92411881740884, 587.9908165622517, 143.96120047222763, 667.3240869147312, 265.73852504506914, 760.5214239307509, 351.2909492702933, 718.9292239401304, 462.27787799490835, 658.0813758057045]"
C002915,"[820.0805887313908, 505.34728892650645, 843.2153922924293, 580.8412436746736, 1133.17159692411, 563.8936211801871, 1492.5322122389057, 543.864612777612, 1693.0338431012383, 533.0797620993025, 1605.1215895692922, 485.31828052393143, 1386.1121158581293, 486.85897347797567, 1153.2217600103431, 494.5624382481968]"
C002915,"[136.8327235620581, 668.6607420551945, 272.55690445348307, 767.2650911140249, 462.26229365399763, 656.3351984228407, 278.7261854030933, 591.6260943529832]"
C002921,"[1690.685221957973, 533.4799165930668, 1607.399929138235, 484.94808854067367, 1253.437434654348, 488.79982092578416, 820.0454479442293, 505.74744342027077, 840.8667711491638, 578.9303587373715, 1315.9014042691515, 552.7385785186195]"
C002926,"[1690.685221957973, 533.4799165930668, 1607.399929138235, 484.94808854067367, 1253.437434654348, 488.79982092578416, 820.0454479442293, 505.74744342027077, 840.8667711491638, 578.9303587373715, 1315.9014042691515, 552.7385785186195]"
C002927,"[818.8891156357487, 507.5824645358345, 843.7900291316558, 586.9749830364489, 1038.254305956836, 570.3855015587086, 1283.7061675593502, 553.7960200809682, 1504.0603724016437, 539.0508445800608, 1690.0427861850517, 531.6703249260403, 1607.0397411986942, 486.6417323436024, 1435.1048622983824, 486.6417323436024, 1181.3526961972327, 490.1966212316895, 816.1392982572602, 504.4161767840384]"
C002927,"[281.92411881740884, 587.9908165622517, 143.96120047222763, 667.3240869147312, 265.73852504506914, 760.5214239307509, 351.2909492702933, 718.9292239401304, 462.27787799490835, 658.0813758057045]"
C002928,"[1694.7718549580366, 537.3414178078207, 1349.7163393718934, 553.9308992855609, 887.2708030193306, 584.7399363156501, 842.2120071695938, 587.1098622410416, 824.4256403868028, 506.53238077773153, 1280.9423878117686, 488.7579363372955, 1608.211536615121, 482.8331215238168]"
C002929,"[820.0805887313908, 505.34728892650645, 843.2153922924293, 580.8412436746736, 1133.17159692411, 563.8936211801871, 1492.5322122389057, 543.864612777612, 1693.0338431012383, 533.0797620993025, 1605.1215895692922, 485.31828052393143, 1386.1121158581293, 486.85897347797567, 1153.2217600103431, 494.5624382481968]"
C002929,"[136.8327235620581, 668.6607420551945, 272.55690445348307, 767.2650911140249, 462.26229365399763, 656.3351984228407, 278.7261854030933, 591.6260943529832]"
C002930,"[818.8891156357487, 507.5824645358345, 843.7900291316558, 586.9749830364489, 1038.254305956836, 570.3855015587086, 1283.7061675593502, 553.7960200809682, 1504.0603724016437, 539.0508445800608, 1690.0427861850517, 531.6703249260403, 1607.0397411986942, 486.6417323436024, 1435.1048622983824, 486.6417323436024, 1181.3526961972327, 490.1966212316895, 816.1392982572602, 504.4161767840384]"
C002930,"[281.92411881740884, 587.9908165622517, 143.96120047222763, 667.3240869147312, 265.73852504506914, 760.5214239307509, 351.2909492702933, 718.9292239401304, 462.27787799490835, 658.0813758057045]"
C002932,"[1205.66064808203, 354.35937943017217, 1390.739076570337, 375.92908078679136, 1551.1403812602027, 397.4987821434106, 1745.472731172925, 436.0161059945162, 1747.0150514103275, 375.92908078679136, 1574.275184821241, 348.19660761399524, 1398.4506777573497, 322.0048273952434, 1268.895777815535, 317.3827485331107]"
C002933,"[1749.8107857972543, 378.4942642983538, 1740.5568643728388, 436.42431937041675, 1502.4226197178843, 388.3546992042369, 1275.393080772228, 364.3198891211469, 1199.510925092022, 358.77339448658773, 1276.0100088671888, 318.0991004998201, 1498.721051148118, 335.97113876673313]"
C002934,"[1746.8629054981825, 435.09096552278487, 1748.575666743933, 382.88676388846716, 1558.4591684656573, 345.23127418502486, 1423.1510300513887, 327.25933591747287, 1328.949161535126, 318.70127007578145, 1276.709943539744, 315.2780437391049, 1202.2048293496089, 352.9335334425471, 1351.215057729879, 368.3380519575917, 1491.661479881398, 387.16579680931284]"
C002935,"[1205.66064808203, 354.35937943017217, 1390.739076570337, 375.92908078679136, 1551.1403812602027, 397.4987821434106, 1745.472731172925, 436.0161059945162, 1747.0150514103275, 375.92908078679136, 1574.275184821241, 348.19660761399524, 1398.4506777573497, 322.0048273952434, 1268.895777815535, 317.3827485331107]"
C002937,"[1749.8107857972543, 378.4942642983538, 1740.5568643728388, 436.42431937041675, 1502.4226197178843, 388.3546992042369, 1275.393080772228, 364.3198891211469, 1199.510925092022, 358.77339448658773, 1276.0100088671888, 318.0991004998201, 1498.721051148118, 335.97113876673313]"
C002938,"[1746.8629054981825, 435.09096552278487, 1748.575666743933, 382.88676388846716, 1558.4591684656573, 345.23127418502486, 1423.1510300513887, 327.25933591747287, 1328.949161535126, 318.70127007578145, 1276.709943539744, 315.2780437391049, 1202.2048293496089, 352.9335334425471, 1351.215057729879, 368.3380519575917, 1491.661479881398, 387.16579680931284]"
C002941,"[1205.66064808203, 354.35937943017217, 1390.739076570337, 375.92908078679136, 1551.1403812602027, 397.4987821434106, 1745.472731172925, 436.0161059945162, 1747.0150514103275, 375.92908078679136, 1574.275184821241, 348.19660761399524, 1398.4506777573497, 322.0048273952434, 1268.895777815535, 317.3827485331107]"
C002943,"[1746.8629054981825, 435.09096552278487, 1748.575666743933, 382.88676388846716, 1558.4591684656573, 345.23127418502486, 1423.1510300513887, 327.25933591747287, 1328.949161535126, 318.70127007578145, 1276.709943539744, 315.2780437391049, 1202.2048293496089, 352.9335334425471, 1351.215057729879, 368.3380519575917, 1491.661479881398, 387.16579680931284]"
C002945,"[1205.66064808203, 354.35937943017217, 1390.739076570337, 375.92908078679136, 1551.1403812602027, 397.4987821434106, 1745.472731172925, 436.0161059945162, 1747.0150514103275, 375.92908078679136, 1574.275184821241, 348.19660761399524, 1398.4506777573497, 322.0048273952434, 1268.895777815535, 317.3827485331107]"
C002946,"[1749.8107857972543, 378.4942642983538, 1740.5568643728388, 436.42431937041675, 1502.4226197178843, 388.3546992042369, 1275.393080772228, 364.3198891211469, 1199.510925092022, 358.77339448658773, 1276.0100088671888, 318.0991004998201, 1498.721051148118, 335.97113876673313]"
C002947,"[1746.8629054981825, 435.09096552278487, 1748.575666743933, 382.88676388846716, 1558.4591684656573, 345.23127418502486, 1423.1510300513887, 327.25933591747287, 1328.949161535126, 318.70127007578145, 1276.709943539744, 315.2780437391049, 1202.2048293496089, 352.9335334425471, 1351.215057729879, 368.3380519575917, 1491.661479881398, 387.16579680931284]"
C003018,"[1696.586335827949, 449.49100925266634, 1917.0187081560034, 551.1608314519605, 1917.0187081560034, 1077.9953646664846, 1417.577528895236, 1077.9953646664846, 1551.686734437479, 834.6039721287806, 1638.0099012232906, 638.9665869877145]"
C003019,"[1416.359669884986, 1078.4571373469191, 1918.463994514266, 1078.4571373469191, 1918.463994514266, 565.504428201234, 1697.6807044994614, 451.89610415278025]"
C003021,"[1694.5761633386408, 448.5583095735325, 1606.6639098066948, 696.609875174653, 1520.2939765121519, 892.2778803382698, 1407.7045991817652, 1078.4571373469191, 1918.463994514266, 1078.4571373469191, 1918.463994514266, 554.8661234025841]"
C003022,"[1416.359669884986, 1078.4571373469191, 1918.463994514266, 1078.4571373469191, 1918.463994514266, 565.504428201234, 1697.6807044994614, 451.89610415278025]"
C003024,"[1694.5761633386408, 448.5583095735325, 1606.6639098066948, 696.609875174653, 1520.2939765121519, 892.2778803382698, 1407.7045991817652, 1078.4571373469191, 1918.463994514266, 1078.4571373469191, 1918.463994514266, 554.8661234025841]"
C003031,"[798.488105407755, 768.8057840680692, 864.8078756160651, 902.8460710699169, 1188.695125470602, 858.1659754026343, 1466.3127682030624, 798.0789501949096, 1743.9304109355223, 727.2070743088751, 1588.1560669578641, 647.0910406985752, 1444.7202848794263, 673.2828209173272, 1128.5446362119023, 728.7477672629208]"
C003031,"[173.84840925971952, 677.9048997794598, 324.9957925251701, 750.3174686195384, 477.6854960280232, 659.4165843309291, 306.4879496763394, 614.7364886636465]"
C003032,"[1735.5467308937195, 726.1066236212728, 1580.2864936618623, 649.0719759190614, 1237.8914009584946, 712.7539513528894, 802.9570940109737, 775.408798150688, 861.5652630322708, 901.7456203823147, 1162.8318160715703, 864.7689894852532, 1477.4651445016918, 796.9784995073071]"
C003032,"[313.88780132662, 746.3808906701936, 451.46276650292805, 674.8927376025414, 458.2489755474993, 651.4742047010692, 307.7185203770097, 618.1952368937139, 179.39747662511698, 681.6717866003361]"
C003043,"[865.2787390648487, 904.4038355322145, 1250.5986079211198, 843.406838303225, 1520.3585041267816, 786.0677971638925, 1739.844613176866, 727.4729417298489, 1584.510343273826, 645.7104973038432, 1407.8324332314367, 681.2593861847153, 1220.4827031193727, 715.6233121028915, 957.2444747340677, 753.5421269091552, 801.9102048310274, 770.1316083868956]"
C003062,"[1272.8258996887018, 332.0534475309076, 1259.9975249932363, 333.59980335023795, 1310.3799860817198, 337.7083178943559, 1398.8063463594663, 344.89821834656226, 1433.7656050739242, 347.9796042546508, 1465.1261165677763, 350.0338615267097, 1492.3737740952213, 351.57455448075393, 1491.3455606036196, 346.95247561862124, 1451.759341176954, 342.84396107450334, 1393.151172155657, 338.7354465303854, 1343.7726306092193, 335.6483977570108, 1302.1299841993502, 332.56701184892233]"
C003077,"[1272.8258996887018, 332.0534475309076, 1259.9975249932363, 333.59980335023795, 1310.3799860817198, 337.7083178943559, 1398.8063463594663, 344.89821834656226, 1433.7656050739242, 347.9796042546508, 1465.1261165677763, 350.0338615267097, 1492.3737740952213, 351.57455448075393, 1491.3455606036196, 346.95247561862124, 1451.759341176954, 342.84396107450334, 1393.151172155657, 338.7354465303854, 1343.7726306092193, 335.6483977570108, 1302.1299841993502, 332.56701184892233]"
C003079,"[1272.8258996887018, 332.0534475309076, 1259.9975249932363, 333.59980335023795, 1310.3799860817198, 337.7083178943559, 1398.8063463594663, 344.89821834656226, 1433.7656050739242, 347.9796042546508, 1465.1261165677763, 350.0338615267097, 1492.3737740952213, 351.57455448075393, 1491.3455606036196, 346.95247561862124, 1451.759341176954, 342.84396107450334, 1393.151172155657, 338.7354465303854, 1343.7726306092193, 335.6483977570108, 1302.1299841993502, 332.56701184892233]"
C003133,"[1690.685221957973, 533.4799165930668, 1607.399929138235, 484.94808854067367, 1253.437434654348, 488.79982092578416, 820.0454479442293, 505.74744342027077, 840.8667711491638, 578.9303587373715, 1315.9014042691515, 552.7385785186195]"
C003268,"[626.2535717594906, 726.5239728997391, 786.3308728046084, 790.5119728853089, 974.8663607021916, 863.9796765724444, 1252.3336825137294, 949.2970098865376, 1271.3058070820396, 944.5571580357545, 1316.3646029317763, 906.638343229491, 1368.5379454946299, 860.4247876843573, 1423.0828036285218, 824.8758988034853, 1451.5409904809871, 801.1766395495706, 1340.0797586421643, 763.2578247433071, 1197.7888243798375, 737.1886395640009, 1074.4700146858206, 705.1946395712159, 997.3957586270601, 683.8653062426928, 881.1914956461598, 654.2412321752994, 791.0739039466861, 634.0968618094718, 621.5105406174131, 720.5991580862606]"
