video_code,points
S001474,"[125.24991809916301, 366.09439546283056, 260.17732384883186, 316.0391022673599, 551.2350133945462, 691.4538012333899, 944.4520244364384, 1076.494518121626, 362.3366453450098, 1074.5693145371847, 186.9310178704403, 635.6228972845958, 119.46731499560578, 423.85050299606604]"
S001474,"[1056.6774725086968, 326.2206067679547, 1014.1548961512254, 337.88850727971936, 759.9540001241438, 274.88184451618986, 789.8599878920357, 267.881104209131, 832.8498453083805, 267.881104209131, 916.0258737878299, 255.7464876768957, 986.5853136777001, 270.21468431148395, 1060.8830020385567, 269.2812522705428]"
S001309,"[67.23656274575247, 977.6948336547898, 138.1448783198121, 949.9667003277095, 221.38507486327342, 948.426248476205, 296.9178458008587, 953.0476040307185, 366.28467625374304, 973.0734781002764, 452.6078430395548, 1011.5847743878877, 497.31091155363583, 1042.3938114179768, 535.8480395830162, 1078.4571373469191, 42.57280080694926, 1078.4571373469191]"
S001309,"[1.542862653080904, 579.2821017726025, 307.667712387122, 576.0317101164273, 566.296072853689, 574.4679211413066, 604.3193725093442, 578.0623087948172, 836.9697675582458, 577.8958575422918, 927.3079653573512, 578.9705913921787, 968.1752453140894, 577.537612925663, 984.0060252291236, 574.8712179529078, 995.8974818781893, 566.5087650447407, 992.3740873155032, 528.6576624077742, 951.2742635060758, 383.52476838396814, 830.6362975010593, 388.2131001059382, 667.7750433942873, 532.8816218124438, 609.0418716638928, 536.5130196307255, 1.542862653080904, 542.1836995987857]"
C000460,"[1157.0665434166253, 1078.4571373469191, 1212.560007778933, 947.0569572886059, 1269.5949572624156, 817.6590017622315, 1331.2543621094242, 717.5296314144417, 1388.2893115929069, 649.7497499482456, 1436.0753503493384, 592.7530314425808, 1480.7784188634196, 555.7821870064738, 1559.394160043355, 580.4294166305451, 1564.0186154068808, 682.0992388298392, 1556.3111898010047, 865.4130091588696, 1564.0186154068808, 930.1119869220568, 1568.6430707704062, 1078.4571373469191]"
C000460,"[279.1530688584014, 370.5214580043159, 269.3385379022579, 345.8011582545612, 322.51977458280265, 330.39663973951656, 357.9739323698325, 314.2218952987198, 420.4040797774284, 295.7364730806663, 505.95650400265254, 280.33195456562174, 515.9761572902913, 275.7105990111084, 509.8102168055905, 241.0504323522581, 572.2403642131866, 254.14427309004597, 626.1923434543188, 257.9954027188071, 677.8320950136883, 266.4678879020816, 734.867044497171, 269.54879160509057, 794.9849642230043, 277.25105086261283, 839.6880327370852, 281.8724064171262, 856.6443690700125, 284.1830841943829, 842.0002604188483, 292.6555693776574, 798.0142987224592, 297.89211347864034, 739.4914998606968, 308.8303138184542, 672.4368970895752, 316.5325730759765, 555.2840278802593, 333.47754344252553, 430.42373306506727, 348.1118360318178]"
S001207,"[920.0385132141173, 1075.4110277513446, 950.8786563360179, 962.8213853978897, 994.0548567066792, 790.0811121980681, 1061.903171574861, 658.9835834303464, 1128.2094792869477, 569.5287990947245, 1245.4020231501709, 470.82007155196936, 1379.5566457304394, 359.77275306636983, 1521.421304091183, 248.72543458077027, 1563.0554973057492, 213.25198562009268, 1672.5380053884971, 239.47149137363695, 1780.47850631515, 389.0769065556252, 1908.4651002710382, 771.5732257838014, 1908.4651002710382, 1076.9533516192002]"
S001497,"[1158.1609120881383, 1066.1512799401821, 1905.781195858115, 1064.2257151258018, 1919.2691906683979, 879.3714929452668, 1917.3423342669287, 694.5172707647323, 1882.6589190404866, 669.4849281777848, 1888.4394882448937, 461.5239282246831, 1869.1709242302038, 405.6825486076466, 1853.7560730184512, 353.6922986193712, 1842.1949346096374, 290.14865974481233, 1803.6578065802573, 272.8185764153872, 1632.1675868495151, 384.5013356494604, 1508.8487771554983, 471.151752296586, 1393.2373930673577, 563.5788633868534, 1321.9437062130041, 644.4525855908374, 1248.7231629571816, 765.7631688968132]"
S001497,"[358.58682897334984, 219.21855717955697, 216.50211345633053, 248.68807086051177, 204.43831685582887, 266.771636073825, 203.7681059335788, 281.5063929143024, 217.1723243785806, 287.5342479854068, 237.94886296833346, 291.55281803280974, 257.38497971358606, 294.2318647310783, 295.5870022818413, 299.5899581276156, 377.35273479635237, 300.9294814767499, 468.5014202223647, 301.59924315131707, 519.4374503133716, 304.94805152415285, 550.9373636591259, 306.9573365478543, 641.4158381628882, 300.9294814767499, 709.7773522323974, 295.57138808021267, 817.011099792412, 284.8552012871382, 888.0534575509217, 276.14829951776517, 971.8298228321829, 266.771636073825, 1138.52574469971, 250.78462005100894, 1294.0146786617313, 224.6639147428899, 1285.9721475947301, 189.16654599083068, 1096.9726675202046, 200.5524944584723, 869.1009539551735, 219.9755830209198]"
C000457,"[69.26787675466126, 483.5812944957655, 85.46493717923138, 523.6363410175451, 194.21662860134478, 502.8385284004672, 218.89786353402332, 539.0421281413064, 259.7761588912713, 525.9472090861091, 347.70305833893735, 495.1356348385865, 418.6616087703877, 468.9457967281922, 478.822118918791, 448.14798411111434, 516.6152599094539, 435.82335441210523, 551.3232465335326, 416.56612050740347, 572.1480385079799, 401.16033338364207, 575.2331928745648, 390.37628239700916, 555.1796894917636, 379.5922314103761, 486.53500483525227, 373.42991656087156, 431.7735148283725, 370.34875913611927, 433.316092011665, 383.4436781913165, 394.7516624293552, 388.835703684633, 349.24563552222986, 399.6197546712659, 343.0753267890602, 408.09293758933467, 218.8978635340233, 447.3776947549262]"
S001611,"[881.140706726263, 1065.671749854449, 947.424566936797, 916.2479202585166, 1002.9180312991045, 793.0117721381602, 1081.5337724790402, 662.0733647602813, 1110.8219897813692, 601.9957425516075, 1130.8612963566468, 586.591224036563, 1235.6822845965612, 611.2384536606343, 1325.0884216247232, 662.0733647602813, 1471.5295081363681, 745.257764741522, 1604.097228557436, 811.4971943562136, 1782.9095026137602, 886.9793350799321, 1898.520886701901, 945.5165054371013, 1907.7697974289524, 1071.833557260467]"
S001611,"[4.0356727775689425, 731.3936980779819, 258.3807177714785, 594.2934832940853, 400.19734891959774, 534.2158610854115, 335.4549738302389, 461.814624064702, 283.04447971028185, 370.92796482593894, 261.4636880138289, 318.5526018747875, 303.08378628555954, 312.3907944687697, 418.69517037370025, 375.5493203804524, 509.6427925230376, 418.68197222257714, 558.9703164006443, 451.0314611041708, 574.3851676123963, 467.97643147071983, 360.11873576904225, 648.2092980967411, 5.577157898744148, 856.1702980498428]"
S001611,"[446.441902554854, 249.23226855708694, 574.3851676123963, 283.12220929018497, 750.1144714263703, 317.012150023283, 793.276054819276, 330.8762166868231, 896.5555579380151, 276.96040188416714, 952.0490223003225, 258.4749796661137, 802.5249655463274, 252.31317226009585, 588.2585337029733, 235.3682018935468, 542.013980067717, 223.04458708151117]"
S000451,"[1295.8002043223944, 1078.4571373469191, 1405.2456479258342, 833.0635202772761, 1476.1539634998937, 603.536194403112, 1530.1059427410262, 437.16739444063063, 1559.394160043355, 317.012150023283, 1591.7653475880347, 315.4716981717786, 1596.3898029515601, 270.79859447814937, 1750.5383150690814, 281.58175743868054, 1859.9837586725207, 284.66266114168945, 1804.4902943102131, 327.79531298381426, 1802.9488091890385, 364.76615741992117, 1918.463994514266, 558.8630907094828, 1918.463994514266, 1078.4571373469191]"
S000451,"[2.385149424805741, 515.3600270632213, 140.07207910425757, 468.90070258162234, 303.0521666930067, 413.0740241233253, 505.20835272044496, 345.1471017342358, 563.9804874274402, 334.88139150073465, 670.3429607885296, 297.9105470646277, 751.3321437347533, 272.23238076302476, 791.4107568853087, 234.74805237641633, 759.7490978166917, 219.34750263790036, 696.5482078485081, 216.26659893489142, 642.9143568787637, 221.39746966337768, 630.068647535637, 242.96379558444008, 612.0846544552595, 253.23347459446978, 559.3560320639144, 271.7228655890519, 500.7795974592565, 288.66783595560094, 462.24246942987634, 288.66783595560094, 261.84940367709913, 342.5836507582569, 259.5048676368307, 352.0721308037489, 223.31227564771885, 362.6095248278149, 172.44326664893697, 373.39268778834605, 126.08967478209273, 392.7400596834664, 120.03277252897986, 411.9039840759574, 0.385715663270226, 455.5904952248483]"
C000533,"[1918.4794109217337, 1078.4571249487717, 1072.6972216675265, 1078.4571249487717, 1307.0823093939725, 504.5199717400596, 1373.3886171060592, 433.1873550558972, 1485.9551395009971, 365.3251048702531, 1524.505318403373, 363.7827810023975, 1812.8606565931452, 416.2217925094862, 1755.806391817629, 440.89897439517495, 1715.7142057591582, 447.4539886294042, 1675.6220197006874, 518.4008865507594, 1718.7982200713484, 593.9747560756814, 1880.7089714613273, 664.9216539970366, 1918.4794109217337, 731.2415803148253]"
C000533,"[1.5428750512282732, 396.171582227364, 2.5442553375681882, 490.2533381665525, 85.81264176670037, 447.0682698665971, 516.0326383172167, 319.0553888345866, 571.5448959366381, 314.4284172310199, 753.5017403558529, 261.9894057239313, 829.0600910045099, 234.22757610253137, 861.4422412825056, 214.17736582040922, 864.5262555946958, 195.66947940614267, 805.9299836630843, 174.07694525616498, 667.1493396145307, 144.77279176690953, 639.3932108048199, 144.77279176690953, 644.0192322731051, 214.17736582040922, 582.3389460293034, 231.14292836682029, 576.1709174049233, 243.4815193096647]"
S001336,"[1912.0529657274603, 659.6023253878249, 1329.0559159892941, 528.6065364673457, 1270.4477469679969, 523.9831556819171, 991.287783998134, 456.1735708289631, 998.9993851851468, 437.6800476872483, 1093.0809196667028, 405.3163821892476, 1908.9683252526554, 539.3944249666793]"
S001336,"[621.1309270215204, 1075.706596076406, 369.73272832490363, 624.1564060328717, 223.21230577166074, 622.6152791043955, 67.43796179400248, 644.1910561030626, 68.98028203140503, 671.9313408156348, 104.45364749166382, 671.9313408156348, 2.6605118230950784, 832.2085413771624, 4.202832060497635, 1072.6243422194536]"
C001012,"[0.7714375256139612, 402.3621949184211, 479.39674176473443, 354.2589858789497, 586.9649674975885, 376.1213719452419, 634.7671893365348, 425.47573571661945, 904.6184416531669, 1078.4571249487717, 1.5428750512282732, 1078.4571249487717, 1.5428750512282732, 900.5114870161286, 234.73716788856896, 624.8513037576078, 0.3857187628068929, 554.9710828957068, 0.7714375256139612, 447.8201615499531]"
C001241,"[1736.2188097485098, 452.9637284890027, 1497.1591729511133, 456.04511439709114, 1310.538424225404, 476.07412279966616, 1281.2343397147554, 514.5914466507718, 1165.5603219095635, 1078.4571373469191, 1918.463994514266, 1076.9443748769145, 1919.7549179994141, 537.7018409614352, 1779.4037763957815, 546.9459986857006, 1728.5072085614968, 519.2135255129044]"
S001835,"[1793.2846585324044, 271.16195991178375, 1918.2125977620117, 243.42948673898766, 1915.1279572872063, 272.702652865828, 1588.1560669578641, 680.9862856875482, 1827.2157037552606, 1073.862988968826, 783.0649030337295, 1078.4571373469191, 878.688757752688, 922.8750794724917, 954.2624493854132, 813.4858797353515, 1025.2091803059309, 727.2070743088749, 1113.1214338378768, 648.6317336526192, 1225.7108111682633, 568.5157000423196, 1370.6889134841035, 480.69620166179857]"
S001835,"[294.79754130362113, 202.3764636674467, 350.83517659591405, 189.02379139906338, 470.8245055323819, 196.19968003805664, 533.3430713552166, 193.64587026119605, 591.4371336307129, 196.21369185126977, 755.8217508295367, 179.68491948374918, 982.7870391992788, 163.43811583331654, 1186.753592301782, 152.51801624370987, 1217.599997049833, 168.85869908963346, 989.9909195907286, 186.13313524103842, 767.2561939689004, 215.81151288892417, 730.3970332997951, 222.92689890603697, 615.5347629879731, 241.9828380744787, 523.9939663481015, 252.96205202915974, 431.0488783572632, 255.80017062871488, 397.36135738241785, 254.5838340860484, 315.78073429875644, 255.80017062871488, 287.3695720308145, 254.98927960027055, 277.62860211037724, 235.12244940338445]"
C001187,"[1179.15971479804, 833.1157514036405, 1208.062560820075, 1078.4571373469191, 1612.7024051285678, 1068.0346587580702, 1683.9960919829214, 831.1901865892598, 1903.6577217503886, 794.6044551160289, 1919.0725729621406, 680.9961310675753, 1518.286441456586, 419.11931631181784, 1233.1116940391723, 665.5916125525309]"
S001526,"[76.18416201477824, 487.1437262856114, 304.44755715035666, 474.8239690476354, 390.8174904448999, 493.30360490459947, 566.6419975087913, 850.5765648059044, 671.5197736521652, 1072.3321950894729, 0.6104703820529529, 1076.9521040537138, 0.6104703820529529, 516.4031497258045]"
S001526,"[1078.6774060499279, 324.4815651716486, 969.6867759401472, 349.12107964760065, 963.5174949905369, 363.4941297585727, 1211.3169464665477, 441.5192589324209, 1251.4172726390143, 444.5991982419149, 1434.4392741441177, 493.87822719381904, 1914.226862304968, 664.500902631956, 1918.0826628984746, 550.9281405943644]"
S000322,"[1859.9837586725207, 363.22570556841674, 1752.079800190256, 350.9020907563811, 1426.8264396222871, 990.1896091307306, 1402.1626776834837, 996.3514165367485, 1331.2543621094242, 964.001927655155, 1286.5512935953432, 948.5974091401102, 1227.974858990685, 1071.833557260467, 1762.8701960384824, 1073.3740091119712, 1745.9138597055555, 677.4778832753259, 1725.8745531302777, 437.1673944406306, 1775.2020770078843, 407.898809262046, 1827.6125711278416, 386.3324833409836]"
S000426,"[960.1435411013741, 1078.4571373469191, 1005.9409782869685, 901.8364205236417, 1054.1741334930625, 670.1607369806798, 1066.506014462464, 602.3808555144838, 1105.0431424918443, 439.0929592550113, 1220.654526579985, 394.419855561382, 1334.7244255469507, 375.9344333433286, 1362.4711577281043, 371.3130777888152, 1547.4493722691293, 379.0153370463375, 1619.8991729643642, 386.71759630385975, 1797.1699618995133, 397.500759264391, 1918.463994514266, 417.52663333394895, 1918.463994514266, 1078.4571373469191]"
S001694,"[357.3845175106238, 371.30700192465866, 510.6285310927704, 316.8055052703529, 668.9332054659403, 369.76630897061443, 1039.090062442554, 502.26590301841793, 1238.0493730674839, 559.2715423180543, 1551.140381260203, 673.2828209173272, 1918.463994514266, 856.6252824485902, 1918.463994514266, 1078.4571373469191, 400.5694841578952, 1078.4571373469191, 206.23713424517314, 878.1949838052093, 166.1368080727066, 802.7010290570422, 2.65086290803559, 556.1901564099659, 1.542862653080904, 511.5100607426833]"
C001202,"[1087.5132859718453, 290.02577982928403, 1062.7596867215302, 283.1355775270735, 1023.8032026554605, 285.162107615959, 994.1800428968866, 296.91598213149456, 947.1076246503856, 299.3478182381571, 929.6583661624585, 300.1584302737113, 943.4554542691916, 312.317610807024, 961.3105094661402, 319.20781310923456, 1033.9481203809994, 336.63597187364945, 1067.2234505207673, 341.9049501047516, 1110.2379016770528, 351.6322945314018, 1131.7451272551955, 349.6057644425163, 1110.2379016770528, 315.1547529314636]"
C001202,"[1914.0018114662014, 516.2602750492426, 1717.3933059452556, 448.87814959380125, 1455.2486319173274, 335.2911381117718, 1360.7994478925593, 304.4878807607129, 1329.958898006921, 323.7399166051247, 1355.016844789002, 352.6179703717424, 1515.002197320752, 420.0000958271836, 1700.0454966345835, 539.3627180625368, 1908.2192083626442, 602.8944363490957]"
S001724,"[1623.8205787126542, 311.63952021875326, 1689.3357859630837, 317.6568072549335, 1731.3640124323033, 417.0315027907862, 1769.150858248666, 496.76236316257484, 1834.237649541391, 576.4104256543446, 1854.0674811651381, 653.8852713434259, 1743.4610869971264, 629.674382065588, 1665.9044122020262, 604.5830968140107, 1614.3468499802837, 580.3722075361727, 1576.0091755077055, 557.922110205814, 1555.7386809589866, 540.3141907310228, 1596.3010860625982, 434.3270882489539, 1616.7368292081821, 360.75899969334205]"
S001724,"[759.8525853655832, 326.46718445492974, 824.3302611935135, 331.71848114387035, 887.9245613932627, 336.150611559614, 933.2647453914861, 340.49144083148616, 967.0069861436592, 345.50621980004297, 970.3517770199538, 350.7037381992283, 964.7771255594627, 355.15875396995864, 954.1852877845294, 357.943138826665, 914.4850908064595, 365.01364191992127, 838.166830783264, 379.0923878792909, 708.1926347165167, 403.7975911827951, 593.8038837758271, 429.15482938477294, 366.79249988921936, 476.61746424010556, 0.771431326540452, 568.3733851261361, 0.385715663270226, 513.3904660688912, 308.25094562736587, 446.1602280742341, 653.8354329613619, 373.9046006371571, 665.1763906920932, 366.6707516923383, 664.5337572598422, 354.47359913948816, 659.071373085708, 322.05485156480756, 735.1359148943883, 324.88698655334593]"
S000361,"[952.7201291480108, 1078.4571373469191, 1083.8173493272282, 932.5049528600274, 1322.8769861246244, 614.7364886636465, 1424.6701217931932, 526.9169902831255, 1574.275184821241, 519.2135255129044, 1918.463994514266, 597.7888661691601, 1918.4645369299444, 1078.4571373469191]"
S000361,"[1.542862653080904, 406.7429398676759, 340.41899489919547, 334.33037102759727, 456.09301270438726, 311.21997671693384, 517.7858222004896, 317.3827485331107, 457.63533294178995, 289.65027536031465, 1.542862653080904, 380.55115964892406]"
S000361,"[1489.4475717641005, 369.76630897061443, 1905.874035862791, 462.20788621326807, 1699.2031240508484, 226.48186424450134, 1585.0714264830592, 217.23770652023597]"
M100759,"[1470.3116491261183, 1078.4571373469191, 1532.3567696363966, 929.821893782432, 1595.5828889541158, 739.1601929690361, 1640.3473583090026, 557.0020451317114, 1669.5257287898787, 411.12457906840757, 1712.26443233412, 355.2842437324365, 1763.8862596478943, 337.73025751761827, 1844.5075066743766, 338.6734957675968, 1918.463994514266, 347.91560417622946, 1918.463994514266, 1078.4571373469191]"
M100759,"[0.5059304685325677, 695.8031273130199, 127.36182313412222, 623.9989968614955, 272.9465290228919, 549.5438240387801, 461.6019656763475, 463.28732455889195, 641.427767947756, 390.095385079742, 704.6823117078229, 369.67525050592883, 731.954740774769, 364.9353986551459, 807.84323904801, 340.05117643853544, 893.2177996054062, 310.42710237114204, 931.1620487420267, 291.4676949680103, 959.6202355944921, 274.87821349026984, 956.0629622379339, 257.10376904983394, 911.004166388197, 246.43910238557228, 876.6171906081346, 239.32932460939787, 741.4408030589241, 247.62406534826798, 675.0383670698382, 247.62406534826798, 565.9486508020541, 248.80902831096378, 520.8898549523171, 268.95339867679127, 463.9734812473864, 312.7970282965335, 238.67950199870194, 406.4091023494966, 122.47523901780164, 458.54747270810896, 0.385715663270226, 515.7014591254901]"
C001217,"[1212.1128913292705, 1071.9279743833242, 1235.2351681468988, 367.1712523200352, 1339.2854138262255, 340.2133449187072, 1474.1653619290564, 320.9576967749015, 1803.6578065802573, 811.976724441947, 1884.5857754419555, 819.6789836994693, 1913.488621463991, 875.5203633165057, 1917.3423342669287, 1079.6302336408464]"
M161164,"[1905.781195858115, 301.70204863109575, 1792.0966681714428, 345.9900393618489, 1772.8281041567532, 469.22618748220543, 1734.290976127373, 769.6142985255746, 1636.0212996524533, 1033.4166780957125, 1618.679592039232, 1070.0024095689437, 1909.6349086610528, 1068.076844754563, 1909.6349086610528, 415.31037267954946]"
M161164,"[276.8594657868705, 498.5343303533664, 292.90349509871953, 553.2360916816524, 930.8896018522457, 301.4193628083354, 972.4153247770314, 260.86460872012333, 893.1389446478951, 260.86460872012333, 782.7182723251694, 266.5234116161529, 757.2365787122326, 270.29594688017266, 719.4859215078822, 308.02129952036995]"
C004172,"[1170.9399095072024, 1068.752653557458, 1252.6386209294885, 854.6298461983384, 1309.673570412971, 662.0733647602813, 1342.0447579576507, 515.7304388673579, 1379.0404008658556, 329.3357648353187, 1406.7871330470093, 175.290579684873, 1411.411588410535, 55.13533526752538, 1503.9006956810474, 35.10946119796741, 1576.3504963762823, 138.319735248766, 1628.7609904962396, 226.12549078452008, 1665.7566334044445, 358.60435001390334, 1728.957523372628, 511.1090833128446, 1776.7435621290597, 642.0474906907233, 1789.0754430984614, 774.5263499201067, 1782.9095026137602, 886.9793350799321, 1773.6605918867092, 1002.5132239427663, 1764.411681159658, 1074.9144609634757]"
C004172,"[8.66012814109456, 381.71112778647023, 122.73002710806004, 407.89880926204603, 224.46804510562387, 406.3583574105415, 349.3283399208158, 409.43926111355046, 464.93972400895655, 415.60106851956834, 270.71259874088014, 565.0248981155006, 104.23220565395754, 544.9990240459426, 8.66012814109456, 509.56863146134003]"
C004172,"[71.86101810927812, 264.6367870721315, 226.00953022679903, 221.5041352300067, 375.5335869807944, 207.6400685664666, 509.6427925230376, 226.12549078452008, 594.424474187674, 253.85362411160025, 640.6690278229303, 276.96040188416714, 762.4463523957719, 193.77600190292645, 572.8436824912211, 161.42651302133288, 401.73883404077293, 144.48154265478385, 272.2540838620553, 158.34560931832397, 158.18418489508986, 184.53329079389974, 111.93963125983356, 193.77600190292645]"
C005539,"[27.820777807584363, 415.96459135549327, 0.385715663270226, 435.223253281046, 1.542862653080904, 1078.4571373469191, 1024.5452312289867, 1078.4571373469191, 714.1532834517221, 595.0701472631345, 616.6317073284976, 419.76145339483355, 559.3455270821169, 311.36269912815044, 523.5416644281289, 260.18968315453856, 500.4068608670906, 244.2325061305091, 470.40950400303177, 222.22245142550886, 455.39217537569107, 210.05908599884387, 443.2159629751446, 188.97591925929126, 425.76339186769457, 159.7838422352954, 419.67528566742135, 130.99721072552168, 412.7754319737783, 130.99721072552168, 422.5164018942155, 217.35710525484282, 429.41625558785853, 264.388784904614, 438.34547801492596, 308.58234595483, 441.592467988405, 325.20561203793875, 440.78072049503527, 339.80165054993665, 428.6045080944887, 342.2343236352696, 396.54048210638297, 347.5051153201578, 437.59604933275745, 561.9726088687405, 422.84342097499393, 569.3411403880825, 312.86928230802897, 590.1070019425916, 267.9408232184762, 601.4947324724839, 258.6872804224917, 607.6534280929606, 240.8912776832314, 619.5049123548392, 206.48567238732824, 620.6900607810271, 200.55367147424144, 619.5049123548392, 155.47046453478214, 623.0603576334029, 140.04726216075656, 623.0603576334029, 112.76005796055746, 615.9494670762755]"
C005539,"[1662.2945137910249, 1079.740100954245, 1371.9920405013506, 848.6549159978069, 1127.2325245657273, 657.7429629966745, 1009.8820717198809, 559.2725872381956, 820.8145101105611, 412.1772021413194, 769.6744180282657, 373.2544327759916, 740.0456345202692, 348.11681089421734, 703.9228710653146, 318.5192883559993, 682.0056887443309, 300.67968573022404, 632.0832179020903, 267.0277080497844, 610.9777830744764, 255.26978813734158, 581.1929598308485, 238.48139189298465, 550.7524288294823, 223.47990786676453, 512.2074590602624, 204.3647794885632, 486.30811922463465, 189.5392435156849, 462.4458061176517, 171.2253461374233, 450.5146495641602, 159.01608121858223, 438.8744968290465, 137.7952160025014, 433.9274319166232, 128.20222213769773, 447.89561519875963, 133.72546102955434, 463.90082520954087, 152.03935840781594, 488.3451459532795, 169.7718622185136, 525.884638524021, 188.66715316433908, 559.0590738190948, 205.81826340747287, 611.1487573087285, 230.5274900289369, 662.947436979984, 257.27159413687446, 719.6127464225125, 287.1591948689176, 785.3642933854636, 325.67651872002324, 861.6685577622217, 367.8428521991284, 912.4027760978321, 394.6022561377913, 992.6832777993623, 438.2086305829638, 1265.5553198013529, 595.8333712659501, 1437.583346280869, 701.3115811966702, 1816.5265375312802, 929.5225379349329, 1918.7052532591997, 993.0761222892571, 1918.463994514266, 1078.4571373469191]"
C005539,"[1013.0993164394439, 296.8451069818066, 1045.5982071561407, 294.0938695638705, 1070.9363253420397, 305.098819235615, 1101.2319014338757, 299.59634439974275, 1088.0120136847108, 291.3426321459344, 1116.6551038079012, 290.24213717875995, 1133.1799634943573, 297.9456019489811, 1141.4423933375854, 294.0938695638705, 1177.2462559915732, 306.1993142027895, 1229.574978332017, 298.4958494325683, 1301.7335322962083, 294.6441170474577, 1431.7290951629952, 292.44312711310886, 1527.114597361055, 292.324222111952, 1644.568215440173, 286.39847998101266, 1686.0922218317799, 284.02818312863695, 1690.8378225622498, 413.2093615831144, 1676.6010203708413, 434.54203325449595, 1624.3994123356777, 412.0242131569265, 1544.9106001003152, 477.2073765972592, 1381.1873748991206, 420.32025214024156, 1238.8193529850387, 370.5440182403512]"
S000579,"[1875.2436500686497, 323.3560329811964, 1603.4643412838811, 284.85220019660613, 1433.8432123969337, 286.77739183583566, 1366.380263407807, 485.0721306764758, 1181.339031894773, 1070.330389002249, 1913.793906633865, 1074.180772280708, 1911.8663938056045, 554.3790296887386, 1850.1859833012595, 515.8751969041482, 1775.0129829990894, 388.812548715, 1859.8235474425637, 363.7850574050163]"
S000579,"[1.542862653080904, 469.7411894937215, 153.7769828503279, 420.4568679730687, 261.71770123293095, 368.0922763573753, 337.2762041007531, 321.8882249317633, 468.3470764224854, 260.2828230309474, 519.2334150885697, 234.10052722310058, 567.0357332294368, 235.64066227062094, 463.72104563465945, 297.24606417143696, 567.0357332294368, 292.62565902887576, 624.0901129459555, 269.5236333160698, 656.4723284607364, 214.0787716053354, 718.152738965081, 209.45836646277417, 759.7870160555136, 212.53863655781498, 784.4591802572514, 223.31958189045778, 750.5349544798619, 249.50187769830458, 570.119753754654, 308.02700950407973, 141.44090074945896, 449.7194338759564, 4.201987377292229, 503.62416053917036]"
S002367,"[1027.97901414077, 1078.4571249487717, 1186.805751218559, 652.5836142375648, 1216.1038871843648, 609.3985459376096, 1282.4101948964515, 583.1790401840652, 1314.7923451744473, 584.7213640519209, 1472.0770750961417, 610.5545998592853, 1778.9364991590546, 667.6205829699408, 1512.1692611546125, 998.064160637208, 1519.8792969350875, 1078.4571249487717]"
S002367,"[1.0258017441462164, 496.4226336379747, 48.5098475021015, 478.2476583284099, 124.03963930002992, 459.0412249025173, 199.56943109795833, 428.9511458686187, 267.41822711982616, 383.49592009400607, 286.6207165599775, 370.691631143411, 305.8232060001288, 307.3104008379652, 183.56735656449888, 278.5007506991262, 182.92727358315977, 315.633188655852, 138.1214648894734, 343.1624098996315, 184.84752252717487, 347.64391103233976, 140.6817968148269, 379.6546334088275, 80.51399656901954, 389.25785012177386, 51.91203789528257, 408.5101731702085, 1.1437068830616584, 423.8294302883807]"
S002482,"[1409.689616212673, 367.32719242627786, 1328.255107677818, 403.67047627830715, 1169.087659177874, 351.311508016909, 985.2430868794892, 293.4086489984217, 1076.5484449337205, 277.3929645890529]"
C001255,"[1918.463994514266, 450.4633225368062, 1773.4714600669838, 416.7067833184403, 1647.0012005999745, 393.08282468976216, 1515.0575743659244, 380.2068318450077, 1425.0888938507753, 409.30880986584316, 1395.0888951575566, 480.3887587522683, 1089.7081256553254, 1078.4571373469191, 1918.463994514266, 1078.4571373469191]"
S002297,"[1402.841899397641, 227.33478977024978, 1441.064618324574, 234.03345478783334, 1498.7339837231043, 215.94705924035762, 1553.7210530565867, 203.8894622087072, 1618.7667326339988, 190.49213217354, 1697.223892536651, 177.09480213837278, 1691.1887263902931, 174.41533613133933, 1579.8734396908044, 188.4825326682649, 1522.8746483085356, 197.86066369288196, 1451.1232285685037, 215.27719273859927]"
S002297,"[1706.0377776252592, 284.2366419527643, 1686.8219845035221, 261.50510656522647, 1671.145942746316, 279.1851896444225, 1675.1913728772076, 297.3704179544527, 1712.6116015879584, 318.0813724186538, 1792.5088466730742, 347.37979580703586, 1869.877697926383, 371.62676688707614, 1918.402482201711, 387.1037739723047, 1918.463994514266, 312.5541149056486, 1913.4272556294447, 291.68021036698485, 1897.5065305981927, 297.6441830923174, 1896.5114852837391, 307.5841376345382, 1744.4693638687324, 296.3601274927844]"
S002297,"[762.9198996909626, 487.05777256882016, 914.1667874878584, 439.34599076616024, 1063.7747571473872, 372.7453029598172, 890.2637304395994, 299.56238764271643, 751.9744012319766, 245.51687719285422, 691.2766370503276, 224.64297265419054, 631.5739181831318, 233.58893174218926, 554.9554289702306, 252.4748453724088, 678.3410479624351, 352.8683862488391, 772.6618123376546, 428.59542254392045, 717.1478152261124, 440.33998622038234]"
M342456,"[1569.1501518204536, 363.5611614921644, 1559.8962303960382, 462.1192193959726, 1541.3883875472075, 600.7164883232031, 1516.7112637487662, 723.9140607029632, 1492.0341399503254, 840.9517544637356, 1433.4259709290284, 1073.487172330533, 1785.0749850568113, 1073.487172330533, 1734.1784172225268, 677.7149710605531, 1704.8743327118784, 529.8778842048407, 1677.1125684386323, 397.4404938965984, 1667.8586470142172, 365.10113114691137]"
